avg. reported cases,avg.deaths per year,target_deathrate,incidence rate,Avg. income,poverty percent,male age,female age,percent married
176,68,179.1,492.9,41538,17.5,38.8,42.8,48.3
61,23,236.8,639.7,41910,18.6,39.8,41.5,53.4
87,38,232.3,522.1,28647,33,39.4,42.9,48.7
126,51,199.5,490,41547,19.2,41.1,43.8,56
407,126,174,536.2,54924,12.3,38.5,39.7,53.7
72,32,202.9,460.2,35219,20.6,40.1,42.1,53.6
92,40,224.7,525,42640,18.2,42.3,42.9,55.2
211,84,195.3,501.3,37705,20.2,33.5,34.2,43.8
507,194,198.6,518.7,52349,13.2,35.9,38.5,47.2
37,16,213.4,534.8,40701,17,41.5,43.1,58.4
60,26,217.3,503.6,43615,20.4,35.3,38.8,45.9
176,76,232.1,541.3,34991,23.9,38.9,41.2,51.9
103,52,254.3,501.8,29344,30.6,40.8,43.3,58.7
296,115,183.6,469.2,36736,21.6,26.6,31.1,51.1
219,89,210.6,522.6,49012,16,39.6,43,52.6
131,59,266.2,572.1,25215,38.2,37.1,41.4,48.2
58,29,202.4,405.4,39184,20.9,35.8,39.2,54.6
108,47,205.8,474.6,35664,20.6,41.3,46.1,53.6
832,322,160,436,41382,19,37.6,40.4,46.7
29,11,150.7,407.4,63184,10.9,35.9,37.1,58.5
59,21,136.5,379.5,40593,18.3,40.1,41.8,55.5
81,23,125.2,373.1,66846,8.4,39.8,40.5,51.2
24,10,145.4,337.1,31227,29.9,45.5,46.9,52.1
22,5,97.9,358.5,59603,9.9,40.5,41,45.7
15,6,133.8,364,44562,13.9,49.4,49.9,50.9
66,15,87.6,259,68352,9.7,36.5,38.5,49
123,38,145,429.1,62380,9.5,49.4,49.3,60.1
26,9,118.4,381.7,45784,11.4,41.8,45.6,60.9
157,74,198.2,421.7,33881,23.1,36.8,39.9,50.3
883,329,150.7,389.5,61501,10.5,33.3,34.4,55
54,24,184.3,427.2,46838,14,36.5,35.9,55.2
5047,1524,142,489,85336,9,38.1,41.1,50.8
5129,1741,157.5,486.8,65809,12.2,38.2,41.7,46.8
1190,389,151.2,480.9,73413,7.7,44.8,47.1,53.8
1021,339,154.9,488.8,76365,7.9,43.1,45.5,52.2
5021,1788,169,500.1,60387,13,38.1,41.1,44.7
1573,534,162.6,490.4,65813,11.1,38.7,42.5,48.7
754,239,152.3,471.5,78653,7.5,36.5,39.6,46.8
569,229,172.2,431.4,57547,10.3,39.2,41.6,46.9
125,53,212.4,494.6,39546,18.1,37.8,40.4,49
176,74,200.3,488,34425,23.9,41.5,43.3,52.3
940,347,190.7,527.2,54271,14.1,35.1,38.4,48.8
2780,1022,177.2,485.9,64632,12.3,36.1,38.8,45.2
1447,525,168.7,493.3,53316,13.9,45.4,48.3,51.1
2881,1084,182.3,483.7,69992,18.4,33.5,33.9,27.3
1031,426,182.4,447.8,44325,21.6,29.9,31.8,37.7
131,56,206.1,475.3,47121,19.6,35.5,38,47.9
1003,395,191.5,501.1,44800,15.6,38.3,41,49
147,72,209.9,434.4,39980,22.6,36.8,44.9,39.5
3721,1571,181.2,464.8,47973,14.5,45.1,47.9,48.6
8954,3397,157.6,438.3,51485,14.5,38.6,41.1,43.1
58,19,154.5,495.8,26504,33.2,41.2,45.1,30.9
68,32,174.7,381.9,35256,22.3,39.7,42.3,44.6
1366,561,149.8,412.7,43242,11.9,56.2,58,55.8
1269,557,184.3,452.5,36383,20.1,54.4,56.1,54.6
935,357,182.6,471.3,58539,10.9,37.6,40,53.4
1869,756,123.2,346.3,58403,14.3,46.7,50.2,54.4
376,170,203.3,453.7,38484,21.7,38.2,42.8,45
176,73,160.4,392.9,36945,29.7,38.4,41.8,44.2
103,48,195.9,436.6,32121,27.1,44.3,49.5,45.8
4383,1638,189.2,504.4,46013,18.2,34.6,37.6,43.2
1537,662,186.7,444.2,46139,15.3,34.9,39.6,41.3
98,39,197.7,510.4,33315,28.1,38.2,41.7,41.3
698,300,174.6,444.8,51556,11.6,48.1,50.5,54.2
66,34,216.2,412,36788,25.3,39.1,48.7,49.8
224,101,184.7,403.4,35849,25.6,38.8,41.2,39.6
85,48,209.2,383.8,40788,19.8,36.5,45.8,47.3
68,28,135.3,354.9,38783,21.1,42.5,48,44.3
89,39,189.1,434.7,38419,23.1,41.3,46.2,44.8
56,32,188.4,336.8,31734,31.7,36.1,45.6,39.3
119,47,161.9,422.3,35371,29.9,33.2,36.4,43.9
138,60,163.7,370.1,38494,25.3,32.3,34.8,45.5
1300,567,178.1,447.5,40094,15.3,46.9,50,52.4
115,47,194.1,484,39930,17.3,41.7,45.1,53.1
769,335,161.6,413.7,35787,19.5,50.2,54,54
6000,2154,168.9,474.5,50758,16.8,35.5,37.6,45.1
67,50,191.5,259.6,35651,26.7,40,45.1,48.4
1056,472,167.3,430.4,47548,14.7,48.7,52.2,51.7
74,35,173.5,367.9,40205,18,42.6,48.8,46.3
34,19,208.1,380.1,38071,25.6,34.5,40.2,43
2251,879,171.3,474.6,46895,13.8,45.1,47.6,54.9
3895,1519,142.1,400.1,49147,16,45.6,48.2,50.4
950,369,155.8,390.5,45463,23.3,29.1,30.7,37.8
561,227,189.6,477.3,40124,20.1,37.6,40.5,46.9
296,139,232,496.9,37433,21.2,45.4,48,48.5
32,17,220.4,391.5,38473,24.7,36.7,39.4,41.8
70,41,166.9,293.5,33017,27.7,39.5,44.2,43.3
2013,823,146.7,399.1,51673,14.1,45.2,48.2,52
2696,1089,183.4,490.1,39860,17.8,46.6,49.6,49.5
1068,446,146.5,409.8,55472,12.1,49,52.4,51.1
11495,4052,137.3,408,42754,20.4,37.5,40.5,40.7
420,181,168.5,394.6,57411,14,46.5,47.1,45.8
466,171,176.3,490.1,56728,11.7,43.3,45.1,54.5
879,380,182.8,430.2,55952,12.4,35,38.8,51.6
314,146,211.1,463.6,36923,22,40.4,44.1,55.3
216,101,203.3,440.9,37065,25.9,39.2,41.2,45.8
4568,1645,161.7,440.7,47069,18.2,33.4,35.3,42.8
1081,413,155.6,407.5,42945,19.3,34.2,37.2,46.4
8287,3265,144.3,422.3,52225,14.9,42.3,45.8,46.9
3154,1281,176.4,470.7,45219,14.7,43.3,45.5,51.1
5978,2528,165,430.8,45162,15.2,45.6,48.5,44.2
3846,1386,168.1,490.2,42768,18.1,39.1,41.6,48.3
505,226,211.6,488.3,32054,28.5,43,45.6,44.9
1072,381,149.9,441.8,66560,8.2,41.8,43.8,55.4
1630,692,162.4,414.6,42722,17.3,42.6,45,49.1
3400,1382,186.7,466.5,44852,19.5,35.7,39.1,43.9
708,314,190.7,426.5,58587,11.2,38,41.2,54.8
3000,1247,146.4,410.8,52109,10.8,52.2,55.5,53.5
1940,729,160.8,427.8,56443,11.8,37.1,40.5,46.6
1067,358,142.9,444.5,51907,10.9,64.7,65.7,62.6
240,120,198.7,421.4,38177,23.7,40.5,43.6,47.7
120,57,198.5,425.5,36374,23.4,39.2,44.5,43.5
214,61,362.8,1206.9,40207,24.3,42.3,36.9,36.4
3119,1430,178.3,422.4,40881,17.7,44.5,47.9,46.4
143,63,209.3,456.7,51642,15.1,39.5,40.3,46
570,189,169.8,499.8,68421,7.7,35,36.4,55.1
266,120,206.1,472,44402,16.5,37.5,39.4,49.9
222,106,207.3,438.1,38027,20.6,33.3,36.2,46
91,47,225.5,445.2,29652,26.8,40.8,42.6,46.5
17,10,258.7,456.9,41800,18,42.9,46.9,60.9
1083,392,169.2,458.4,58205,12.6,32.2,34.3,49.1
29,16,195.8,372,36566,20.9,39.8,43.8,52.6
473,201,186.9,430.1,46071,18.6,30.6,33.3,45.7
30,16,192.4,376.6,41469,17.8,40.2,42.7,58.9
91,41,205.3,471.1,36953,19.2,40.3,44,49
420,182,210.2,495.5,46614,15.8,39.2,41.8,54.5
124,61,205.2,436.7,45574,15.9,29.9,31.4,50
241,112,182.4,408.4,36424,18.8,44.9,46.7,55
31,14,202.1,451.5,50348,12.4,38.3,43.4,59.1
24,12,186.6,415.5,52032,12,43.2,45.6,59.3
322,138,184.6,449.4,49136,14.5,34.9,37.3,55.7
173,81,227.9,496.9,40774,19.2,37.8,40.9,53
244,114,193.7,416.7,51199,12.1,37.2,39.7,56.4
30,13,174.4,445.9,49774,12.3,44.3,44.1,60.7
35,14,174.7,442.7,34872,25.2,39.6,46.2,45
15,8,223.9,419.5,33750,24.8,39.9,41.8,57.6
22,8,159.7,466.5,49204,10.6,38.6,40.6,57.2
74,34,200,452.5,35313,24.5,38.5,42.1,54.6
92,43,226.9,508.2,34837,23.4,36.8,44.9,45.5
124,58,209.2,448.8,41370,17.2,33.2,36.4,51.9
42,21,231.3,470.4,32645,23,40.7,44.1,52.4
57,30,215,415.2,35977,20.1,40.3,41.2,49
269,124,203.1,460.6,41514,18.2,37.4,40.7,49.3
81,31,174.7,465.5,59525,10,36.1,40.3,60.6
62,29,226.1,491.5,36699,19.1,40.7,44.6,54.1
54,28,191.7,374.7,35522,20.7,38.5,40.5,54.8
219,132,214.4,362.3,36627,24,38.3,40.9,52.6
162,82,198.3,393.5,46083,14.9,40,41.6,56.8
204,76,160.2,438.5,55602,13.8,37.4,39.9,55.1
55,25,200.2,456.5,52662,12.5,39.2,39,54.4
196,66,175,516.3,58392,10.2,37.1,39.1,60.9
183,83,202.4,454.6,34964,20.9,37.9,40.3,51.9
145,69,202.4,456,33450,22.4,46.3,48.5,56.2
51,20,182.3,478.7,54107,11.8,39.9,43,62.2
99,43,196.9,460.2,38517,18,41.1,44.2,54.7
221,102,202.5,434.6,41806,17.6,38.7,40.2,55.4
84,38,203.3,467.1,43783,15.1,40,42.5,53.2
400,179,211.7,483.4,41015,22.2,36.4,39,48.9
69,27,181.6,465.5,46874,13.4,40.5,41,64
55,28,189.7,391.8,39706,16.1,39.6,43.4,53.7
71,37,237.1,463.9,34172,25,38.5,41.7,47
3322,1373,186.1,454.5,48226,17.9,33,35.5,46.7
238,107,214.1,493.2,38183,21.5,36.8,41.2,46.1
242,108,173.6,405.2,48014,16.6,40.9,43.2,54.2
166,96,229.7,413.3,35580,22.1,37.1,40,50.9
92,47,213.8,430.4,43476,15.4,39.9,42.7,55.7
295,119,177.4,449.8,41037,23.7,26.6,28,41.1
248,118,195.8,418.2,39900,21.7,39.4,42.2,52.6
203,86,195.7,475.3,41423,17.3,33.7,36.9,47.4
361,152,190,460.2,45710,17.5,36.5,38.6,51.3
59,39,226.4,354.7,32215,23.1,43.4,46,53
18,8,153.2,362.3,56139,12.3,41,40.4,54
432,170,174.5,445.5,56465,10,37.8,39.7,59.6
152,68,208.9,484.1,35964,24.7,38,41.1,48.8
187,109,214.9,375.8,35592,27.9,38.8,41.4,52.7
257,114,189.1,441.8,42967,15.5,39.3,40.8,55.2
73,28,153.1,391.6,49780,13.6,30.6,32.4,54.9
41,18,166.1,398.1,35274,23.8,37.6,42.1,52.4
2938,1155,183.9,474,50507,14.8,34.2,36.7,48.5
336,137,177.5,420.3,58921,9.8,37.9,39,57.5
312,131,185.2,461,49056,13.9,38.1,43,55
65,29,186.9,442.3,47391,13.9,37.2,39.8,60.5
48,14,125.3,452.6,48831,14.3,32,37.5,47.4
86,35,155.7,378.2,56067,12.3,35.2,37.6,52.9
110,46,169.5,438.3,38966,20.6,46.8,49.8,56.3
361,140,155.6,414.8,54089,18.9,30.7,35,44.2
1976,720,160.2,447.3,65555,9.5,40.1,42.5,54.9
231,93,180.2,465.6,45132,15.4,42.7,45.3,51.3
265,108,185.7,449,57517,12,42.1,43.7,53.9
450,209,200.3,453.1,39956,19.8,47.1,49.2,49.8
137,46,144.3,455.6,38155,18.3,46.8,49.2,59.1
170,88,189.8,393.2,40524,17.1,53.8,55.3,52.8
929,305,154.3,485.2,52387,13.2,40.9,42.8,54.6
684,334,189.2,419.4,41504,19.9,45.8,48.1,52.2
16,5,174.2,535.4,51978,11.7,48.6,46.9,59
47,17,131.4,400.3,41304,16.8,52,50.6,53.9
39,18,162.7,368.7,36340,21.3,44.7,46.6,61.4
104,41,166.7,431.3,54063,14.6,39.3,39.5,52.2
1208,509,172.4,441.7,44835,18.1,41.6,43.9,49.7
91,42,163.9,358.5,42753,21.2,38.4,40.9,47.9
640,281,199.7,491.2,37230,20.6,46.1,49.8,51.4
383,159,177.9,438,39234,21.9,41.9,43.1,51.4
48,17,139.2,397.2,40328,19.3,48.2,48.5,52.6
1780,748,169.1,418.7,44976,18.4,37.6,41,45.5
342,152,199.9,449.9,40226,18.8,48.5,51.6,52.6
675,273,186.5,477.4,44358,19.1,38.8,40.4,52.9
157,61,164.4,441.7,35094,28.7,35.3,37.3,47.3
1588,586,168.9,470.8,48554,17.7,34.6,37.3,49.1
61,23,191.7,497.6,51839,16.3,36.9,38.2,56.8
3314,1262,177.1,459.5,53519,18.6,36.1,36.9,42.3
416,153,165.5,469.8,52626,14.1,36.4,38.5,51.8
16,5,180.4,587.4,53277,14.2,47.5,51.3,53.6
170,67,165.1,432.2,41662,17.5,45.4,50.2,52.2
348,148,181.2,430.1,44780,18,35.3,36.6,48.9
146,59,169,453.6,44841,17.7,38.5,41.8,52.7
66,26,141,403.7,51754,10.9,44.1,47.6,58.7
301,106,162.4,479.7,62526,8.5,29.6,32.8,50.8
32,17,178,405.2,51470,10.9,49.6,52.6,64.8
106,47,170.1,403.1,86354,6.9,31.8,33.5,55.3
169,75,217.2,493.1,34116,24.8,40.2,41.5,52.8
569,241,185,456.6,43602,18,36.5,40,46.2
275,127,189.4,426,47369,14.6,38.8,41.1,53.6
625,263,203.2,498.3,39757,21.5,40.5,43.4,48.2
271,105,192.1,489.6,34216,29.9,27.5,28.6,35.1
269,110,189.7,484.8,52650,8.3,39.8,42.2,58.4
406,185,185.2,427.9,41983,16.1,41.3,46.5,50.6
264,112,213.3,500.2,46484,15,40.3,41.3,54.1
1721,706,189,458.9,58558,14.4,35.2,37.7,50.5
180,67,172.8,472.5,46177,13.5,43.3,46.1,58.4
215,90,190.1,462.1,50302,11.3,39.7,42.8,55.2
814,360,200.6,471.1,42029,18.2,39.8,42,48.4
1007,370,178.7,479.5,62158,11.2,38.2,40.6,55.1
231,108,224.3,488.5,49453,13.7,37.9,40.8,52.8
624,259,178.3,445.6,42645,15.9,42.1,44.7,51.9
214,96,203,459.8,41547,18.1,40.2,43.1,54.8
276,113,184.6,476.5,39881,15.4,41.3,44.2,54.7
7637,3091,187.1,485,44138,19.6,38.4,42.1,40.5
293,128,179.6,439.3,46610,12.2,40.1,43.1,56.3
211,91,188.6,446.9,53026,11.7,37.9,41.1,53.5
747,234,152.1,460.5,97802,4.8,37.4,38.3,62.7
495,208,193.7,479.9,49234,13.9,42.8,45,50.1
720,272,173.4,459.5,59921,9.6,37.8,40.2,55.6
152,68,194.3,441.6,44947,15.8,38.9,42.2,51.7
183,94,181.2,359.6,54666,10.5,37.9,40.8,59.8
174,78,201,456.2,36675,26.1,39.7,42,52.2
513,173,142.4,441,72264,7.8,43.3,45,60.7
789,295,159.2,437.3,59382,13.2,36.2,39.1,51.4
237,111,215.8,473.4,41940,17.2,40.3,43.6,50.8
4146,1677,185.1,467.1,48973,17.6,35.4,38.7,42.5
375,158,175.7,431.9,51498,12.7,38.4,40.2,53.4
150,65,185.1,433.4,45195,19,33.9,36.9,48.5
97,47,201.4,445.5,42582,16.9,45.1,46.4,57.8
134,60,162.8,386.3,53645,10.2,39.7,41.7,56.2
223,107,199.8,427,41611,19.3,38.6,41.4,51.4
167,75,205.9,460.6,42374,17.5,42.1,43.1,54.7
126,59,147.4,316.5,50069,12.4,28.9,31.5,60.3
311,140,206.3,463.7,47824,13.4,37.5,39.8,53.1
173,83,210.9,445.6,41161,20,38.1,41,49.1
439,197,194.7,462.5,40148,20,43,45.4,48.9
363,131,179.5,514.7,46908,15.1,37.9,39.6,52.3
1415,558,182.5,483.8,58697,8.9,41.6,44.7,52.2
335,155,201.5,445.7,41608,17.5,39.8,42,50
888,349,188.8,478.5,57308,13.5,38.6,40.7,54.3
252,114,205.6,460.6,50753,17,39.7,41.8,54.2
1653,664,182.1,465.9,52331,14.7,39.5,42.4,49.3
1813,976,196.2,370.7,42344,20.7,36.1,39.4,41.6
211,91,197,449.1,52996,12.6,38.9,41.8,48.1
1511,661,190.7,463.1,41316,18.9,41.2,45.4,45.1
395,160,202,502.1,42240,21.3,39,42.3,48.1
894,325,167.4,460.9,68405,7,40.4,42.2,58.1
130,62,206.9,435.2,38081,22.6,42,42.8,53.8
219,95,181.9,443.1,52606,8.9,39.3,41.1,58.7
562,230,177.8,449.5,51868,10.6,40.3,42.5,53.9
88,41,188.9,423.2,40646,15.7,44.9,46,56.7
2919,1252,186.9,451.9,42994,19.7,37.5,41.2,44
89,39,187.9,438.4,37923,18.1,43.3,44.7,58.4
183,75,185,456.7,49846,12.1,40.4,41.8,57
480,225,211.5,466.1,41814,19.1,38.8,42,49.4
74,27,122.5,355.1,43953,16.3,50.6,49,51.6
276,114,185.3,457.1,50345,10.1,46.2,48.6,57.1
107,52,215.5,451.2,47358,12.3,40.3,41.5,58.6
179,79,200.6,443.4,43341,17.8,39.5,40.4,55.4
282,121,197.4,460.5,54868,13.2,37.2,40.7,51.3
156,75,217.9,468,40512,21.9,39.8,41.9,47.8
796,323,186.3,458.7,52047,14.2,37,38,46.6
244,101,192.7,471.1,49516,13,40.3,43.2,55.9
168,64,154.6,425.6,56519,7.8,38.4,41.1,63.3
703,305,186,445.1,41948,15.9,39,43.4,48.2
401,181,203.9,449.2,42466,19.2,39.7,41.9,49.2
316,149,193.8,424.2,46447,14.5,39.3,43,51
476,198,203,503,37625,27.2,37.2,41.4,47.1
297,123,174,439,45003,17.5,37.3,41.6,49.7
217,92,167.3,405,50774,10.7,37.8,40.3,57.4
2131,880,176.4,449.3,47745,14.9,40.3,43.1,49.4
2841,1203,178.1,437.5,50453,13.4,39.2,42.1,47.2
1343,549,187,478.5,43160,17.2,41.9,45.3,48.8
527,210,168.7,447.1,46128,13.4,39.3,42.7,54.9
221,77,165.7,459.6,69900,7.7,38.2,38.1,56.7
156,67,172.1,425,49565,10.1,40.3,42.6,56.3
72,29,184.3,456.6,37633,23.7,40,42.1,54.3
938,334,160.4,444.5,72973,5.8,37.3,40,60.3
387,159,186.2,475.4,45048,15.7,42.1,45,53.3
554,233,170.3,417.8,50106,13.9,37.5,40.2,56.1
193,91,185.1,412.3,42214,14.2,40,43.2,52
533,232,173,403,54996,13.5,33.8,35.9,48.2
129,57,190.6,461.7,47905,10,40.8,43.5,55.9
100,52,220.9,416.8,31386,27.2,36.4,38.2,52.7
36,14,159.5,447.6,51885,16.6,44.2,46.2,50.4
76,26,151.7,442,35910,21.8,39.3,42.7,52.4
24,12,181,360.4,56664,10.5,41.5,41.5,62.2
98,43,182.4,415.1,46625,15,33.8,36.8,45.8
62,24,180.2,472.6,44309,18.4,37.7,45.5,50.8
221,101,191.7,440.5,38187,19.1,35.7,38.6,50.1
145,73,211.4,429.4,39933,23.5,35.7,40.1,48
53,20,150.3,457.3,39743,15.8,52,52.5,57.3
149,66,185.4,444.1,44010,16.8,40.5,41.7,52.7
2147,713,145.5,429.2,66315,12.5,35.3,37,53
11,4,144.6,375,33387,23.3,58.6,55,60.6
512,193,168.6,466.8,52903,15.4,36.9,39.4,51.9
590,219,165.3,470.7,60179,10.8,41.8,43.9,55.7
7913,3100,182.1,501.2,52385,13.1,38.8,42.9,45.4
442,177,171.1,458.5,44326,13.8,44.4,46.5,53.9
1133,466,180.2,476.1,51041,11.7,42.9,46.6,51
330,110,151.2,479.9,46890,13.6,44.1,46.3,57.2
2265,816,162.4,472.4,55936,14.3,38.4,40.8,49.6
819,328,179.4,478.4,43343,15,41,44.5,50
406,163,183.8,484.4,47242,12.9,43.1,45,54.1
3803,1328,168.7,500.5,77823,6.6,41.7,44.2,55.5
1149,405,169.7,509.4,60851,8.9,41.5,43.6,55.6
979,366,168.5,488.3,42703,15.3,42.7,46.2,48.5
43,14,159.6,560.4,40257,14.2,48.3,51.3,48.7
439,177,191.8,496.1,49252,13,43.9,46.4,52.7
626,208,142.4,442.6,51573,17.9,29.3,31.8,40.6
2688,894,159.1,486.2,85613,7.3,38.8,41.2,55.9
248,92,179.4,495.4,43202,15.1,39.4,41.1,50
516,212,183,473.5,40230,16.5,42.3,45.7,52.1
232,98,196.6,486,44224,17.4,37.5,38.6,48.4
424,151,175.2,515.2,46938,14.3,39.3,41.1,48.1
551,224,191.8,481.8,43969,14.9,41.4,43.2,52.2
1332,473,154.6,460.3,62692,9.1,39.4,42.1,52.6
1417,534,169.1,457.2,52967,13.4,38.1,41.1,47.3
3395,1270,187.4,525.2,62867,11,36.9,40.6,45.9
235,93,189.9,514.8,46965,10.5,45.4,47.5,53.2
1566,620,182.5,478.6,45476,16.4,37.3,40.5,46.7
932,394,198.7,495.6,36902,20.2,42.1,45.8,47.6
49,22,206.5,462.1,37794,21.9,37,59.6,33.3
877,323,162.2,468.5,50434,11.9,39.9,42,55
88,34,177.5,458.9,48084,13.3,42.4,44.3,58
240,95,193.5,501.4,49897,16.5,40.7,43.5,49.4
248,105,172.7,423.7,44531,15.1,40.7,44.1,51.4
457,172,151.6,425.1,42611,17,37.1,40.8,48.4
304,120,183.2,495.4,43810,13.3,42.2,45.1,54.5
124,54,162.9,393.5,48944,12.3,42.2,43.9,56.3
1370,549,178.3,482.8,45098,15.4,40.4,43.8,45.8
2737,1032,157.6,449.7,57369,10.5,37.1,39.6,54.8
620,255,186.1,493.6,44903,13.2,42.4,45.9,50.7
814,321,172.8,471.7,53861,10.9,39.6,42.4,52.4
2001,741,168.4,484,58283,12.8,38.1,40.7,48.3
2153,836,181.1,500,44222,15.8,40.9,44.6,45.5
766,280,178.5,521.8,45211,16,39.2,43.1,49
260,101,170.4,465.6,44723,16.6,40.8,44.2,45.4
792,320,186.7,501.6,43559,14.6,41.9,45.3,49.3
304,113,168.3,485.2,40957,16.3,42.2,44.5,53
866,334,180,460.1,59492,13.3,40.9,42.5,49.6
4749,1672,161.8,490.8,79576,7.1,39.5,42.5,53.9
124,41,152.6,490.8,54547,11.2,40.6,46.3,49.9
1931,677,172.7,525.7,61510,10,40,43.2,51.4
620,248,177.5,471.7,40429,15.9,41.6,46.2,50.4
259,103,189.7,479.1,54920,8.7,41,43.2,57
8236,3303,211.7,533.5,39037,25.8,32.2,35.2,29.3
346,120,157.4,461.5,58375,10.6,45.4,46.6,55
114,52,191.9,456.5,40323,14.3,44.5,46.8,52.1
992,409,186.6,485.5,43169,13.5,42,45.6,48.7
224,78,159.2,474.1,49117,13.1,37.9,40.7,52.7
494,189,159.4,455.9,45706,13.5,43.6,47.1,54
59,21,186.2,538.3,44191,14.4,50.4,53.1,52.1
258,100,163.6,434.1,49552,12.8,45.4,47.3,55.5
275,104,174.7,487.3,47360,16.3,42.5,43.7,52.2
227,81,144.9,432.9,47996,13.4,37.4,40.6,47
369,160,199.4,487.7,43810,16.2,43.9,46.9,53.5
295,113,179.3,496.8,44651,14.1,44.9,47.2,54.4
1356,561,186.3,482.5,55796,10.7,42.7,45.4,52.5
321,139,179.4,437.2,48663,13.9,44.8,48.6,51.1
2461,982,175.3,476.6,53536,10.1,44.4,47.5,53.7
189,71,191.7,529.8,55882,10.9,41.8,44.2,51.1
2467,883,170.2,488.7,58471,10.2,39.5,41.9,52.6
306,104,142.2,473.2,68246,8,41.9,45.5,52.4
1034,410,184.1,491.8,61923,9.3,41.4,45.2,49.7
518,193,164,469,69203,9.5,42,45.6,49.7
3257,1254,173.6,473.3,47278,18.3,35.4,38.7,40.8
765,265,162.2,492.3,70705,10.4,42,44.5,51.1
143,61,183.7,430.9,35525,21.4,40.7,44.9,46.8
753,330,164.3,384.5,48537,16.6,39.3,42.3,49.9
49,23,197.6,400.8,25530,39.9,35.6,44.3,30
1069,409,177.3,475.4,43124,16.7,39.7,41.6,52
91,39,187.5,437.6,30349,29.7,38.6,41.4,37.7
101,55,212.1,396.7,32205,27,38.7,41.1,42.8
1000,352,146.9,442.1,55427,12.9,40,45.6,54.4
786,287,175.8,462,52436,13.7,33.6,36.5,49.7
93,30,150.9,468,41209,19.3,44.2,46.5,53.3
1760,668,173.7,462.1,52752,16.8,35.3,38,42.5
312,120,187.8,494.2,38947,22.3,38.3,39.3,47.2
197,86,215.6,492.8,37537,22.5,40.1,42.4,41.2
228,109,206.2,428.1,34949,26.4,39.8,41.8,47.8
217,90,194.1,479.9,32268,27,40.1,45.3,42.9
225,105,211.7,459,35558,23,41.3,42.3,42.9
369,168,206.8,451.3,35640,25.3,39,42.2,45.1
150,73,204.7,425.3,30516,29.8,35.3,39.3,41.4
618,210,172.9,483.1,56388,12.8,35,36.7,51
123,48,157.8,399.8,44129,17.5,40.7,43.9,45.6
138,62,201.9,460.4,35490,23.1,43.5,44.8,45
677,297,195.5,443.6,42232,19.5,36.4,39.5,46.1
431,173,190.9,484.6,44283,19.6,45.2,49.1,50.1
2249,860,175.4,461.7,49659,14.7,36.5,38.7,50.5
92,45,183.2,389.4,48140,16.2,39.9,44.3,54.9
250,101,160,419.3,53203,14,42.6,45.2,55.9
161,63,159.3,412.1,47227,16,33.6,37.4,45.8
107,47,182.1,435.6,46705,17.3,37.7,38.7,54.3
76,42,215.5,403.3,40796,16.3,42.1,44.7,52.2
1348,490,131.2,368.1,32215,34.5,29.2,33,48.9
71,29,182.2,466,37801,23.9,36.4,39.4,50.3
25,11,136.9,305.1,58425,8.6,40.4,41.1,58
164,80,179,374.4,39256,19.1,41.5,45,50.7
33,14,163.3,376.9,42966,19.4,34.4,34.7,52.5
145,55,183,445.8,77281,10.7,36.3,36.1,62
270,105,174.1,454.8,38465,20.1,36.5,39.2,50.2
34,15,192.3,441.6,39025,22,31.6,37.3,49.2
61,25,167.3,421.4,50993,13.5,43.8,46.7,59.7
15,7,187.5,437.3,39870,20.7,34.6,35.4,52
25,9,151.8,448.8,41593,14.9,46.3,52.9,64.7
53,26,182.5,394.5,37497,22.6,47,47.3,61.5
16,8,187.2,389.8,38655,19.3,36.1,39.4,58.6
117,54,177.4,393.8,46484,16,42.6,45.1,54.6
561,221,158.3,410.9,64533,9.2,41.2,43.5,59.4
86,42,197.7,432.1,38280,19.7,44.3,43.3,55.8
15,7,156.8,330.7,40837,26.5,39.3,47,50.7
203,84,169.2,428.1,57378,15.3,39,40.4,54.9
239,91,184.5,446.1,47018,14.8,29.1,32.3,50.4
9,5,192.3,342.6,32722,20.9,40.8,54.4,64.5
16,6,150.1,367,61098,9.5,33.1,34.2,55.4
15,7,165.6,360.8,49614,13.7,35.9,43.3,64
26,14,174.1,334.7,36627,24.1,37.4,38.6,53.8
29,9,177.9,537.2,43523,12.4,29.1,31.3,46.4
64,25,165.4,437.5,41876,20.2,30.7,37.3,46.8
73,33,180.8,402,41499,19.2,30.5,32.6,53.9
29,15,184.1,382,38304,20,41.4,45,58.1
118,49,167.1,429,45717,18,41,45.4,50.1
10,5,151.4,300.1,35924,22.1,41.1,48.7,52.5
37,18,148,328.3,36856,25,35.1,34.4,36.6
22,12,202.7,386.3,37263,19.4,39.3,46.7,46.3
45,23,166.7,323.8,35069,26,35.3,39.1,43.1
112,54,196.8,428.7,36591,19.9,40.5,45.4,44.3
538,230,190.1,436.4,55555,12.8,29.8,31.8,49.1
8,4,122.6,261,35554,22.5,50.7,49.1,51.1
605,236,175.4,436.2,61157,11,34.5,36.5,57.6
2708,1015,142.9,380.9,40081,23.4,29.7,33.4,47
149,57,144.8,388.1,41914,21.8,29.5,31.1,46.6
83,34,151.9,374.9,35491,23.7,39.6,39.9,42
182,81,179.1,410.4,43211,17.1,39.2,43.5,52
144,64,158.1,386.3,49830,10.9,45.9,48.9,55.7
25,10,163.3,418.6,44519,15.4,42.8,40.6,54.4
30,15,173.5,376.7,36898,23.7,37.5,37.1,57
